Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-23 16:18:33,2019-04-23 16:18:36,"3,427s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_retrieveSinglePerson,,,2019-04-23 16:18:34,2019-04-23 16:18:35,"0,539s",PASSED
Start setup action : setupTestCase,,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,116s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,013s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,005s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,014s",PASSED
assert name == namePerson,,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,006s",PASSED
assert gender == gender,,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,006s",PASSED
"checkIfPersonExist = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,058s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonExist.getResponseBodyContent()),,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,001s",PASSED
assert name == namePerson,,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,001s",PASSED
assert gender == gender,,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,001s",PASSED
"verifyResponseStatusCode(checkIfPersonExist, 200)",,,2019-04-23 16:18:34,2019-04-23 16:18:34,"0,002s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 16:18:34,2019-04-23 16:18:35,"0,057s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,002s",PASSED
"checkIfPersonExistKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,051s",PASSED
"verifyResponseStatusCode(checkIfPersonExistKo, 404)",,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,002s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,517s",PASSED
Start setup action : setupTestCase,,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,002s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,088s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,002s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,018s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,002s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 16:18:35,2019-04-23 16:18:35,"0,001s",PASSED
