Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-24 16:48:01,2019-04-24 16:48:05,"3,720s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_InitiData,,,2019-04-24 16:48:03,2019-04-24 16:48:03,"0,410s",PASSED
Start setup action : setupTestCase,,,2019-04-24 16:48:03,2019-04-24 16:48:03,"0,112s",PASSED
"println(""test"")",,,2019-04-24 16:48:03,2019-04-24 16:48:03,"0,008s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_retrieveSinglePerson,,,2019-04-24 16:48:03,2019-04-24 16:48:04,"0,568s",PASSED
Start setup action : setupTestCase,,,2019-04-24 16:48:03,2019-04-24 16:48:03,"0,015s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,020s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,007s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,015s",PASSED
assert name == namePerson,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,006s",PASSED
assert gender == gender,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,002s",PASSED
assert birthDate == birthDate,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,002s",PASSED
"checkIfPersonExist = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,058s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,002s",PASSED
result1 = slurper1.parseText(checkIfPersonExist.getResponseBodyContent()),,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
assert name == namePerson,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
assert gender == gender,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,000s",PASSED
"verifyResponseStatusCode(checkIfPersonExist, 200)",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,002s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,040s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,025s",PASSED
"checkIfPersonExistKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,059s",PASSED
"verifyResponseStatusCode(checkIfPersonExistKo, 404)",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,004s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,398s",PASSED
Start setup action : setupTestCase,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,043s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,003s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,015s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
assert name == namePerson,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,000s",PASSED
assert gender == gender,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,002s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,035s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,000s",PASSED
assert name == namePerson,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,000s",PASSED
assert gender == gender,,,2019-04-24 16:48:04,2019-04-24 16:48:04,"0,001s",PASSED
