Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-23 18:08:53,2019-04-23 18:08:55,"2,513s",FAILED
,,,,,,
Test Cases/cdT_Person/cdT_retrieveSinglePerson,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,523s",PASSED
Start setup action : setupTestCase,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,117s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,012s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,006s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,013s",PASSED
assert name == namePerson,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,007s",PASSED
assert gender == gender,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,004s",PASSED
"checkIfPersonExist = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,049s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonExist.getResponseBodyContent()),,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,006s",PASSED
assert name == namePerson,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,001s",PASSED
assert gender == gender,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,001s",PASSED
"verifyResponseStatusCode(checkIfPersonExist, 200)",,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,002s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,038s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,002s",PASSED
"checkIfPersonExistKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,045s",PASSED
"verifyResponseStatusCode(checkIfPersonExistKo, 404)",,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,002s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-23 18:08:54,2019-04-23 18:08:55,"0,381s",PASSED
Start setup action : setupTestCase,,,2019-04-23 18:08:54,2019-04-23 18:08:54,"0,004s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,040s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,002s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,011s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,000s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,001s",PASSED
assert name == namePerson,,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,001s",PASSED
assert gender == gender,,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,002s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,058s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,000s",PASSED
assert name == namePerson,,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,001s",PASSED
assert gender == gender,,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,002s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,003s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,028s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,002s",PASSED
"checkPersonKoAgain = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,033s",PASSED
"verifyResponseStatusCode(checkPersonKoAgain, 404)",,,2019-04-23 18:08:55,2019-04-23 18:08:55,"0,001s",PASSED
