Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-19 19:51:33,2019-04-19 19:51:36,"3,274s",FAILED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,549s",FAILED
Start setup action : setupTestCase,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,004s",PASSED
gender = gender,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,002s",PASSED
namePerson = namePerson,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
birthDate = birthDate,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,004s",PASSED
"data_init = findTestData(""Data Files/DDT_Person"")",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,004s",PASSED
rows_lign = data_init.getRowNumbers(),,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
"jsonInputFile = JsonOutput.toJson([""gender"":gender, ""name"":namePerson, ""birthDate"":birthDate])",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
println(jsonInputFile),,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
"request1 = findTestObject(""PersonsOR/GetOnePerson"")",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,045s",PASSED
url = restUrl + namePerson,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,000s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,042s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,004s",PASSED
"request2 = findTestObject(""PersonsOR/PostPerson"")",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,060s",PASSED
"request2.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(jsonInputFile, UTF-8, application/json))",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
AddSinglePerson = sendRequest(request2),,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,008s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,008s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,008s",PASSED
assert name == namePerson,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,005s",PASSED
assert gender == gender,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,002s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,035s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
assert name == namePerson,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
assert gender == gender,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,001s",PASSED
if (valueExecSuiteTest == 1),,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,038s",FAILED
,,,,,,
Test Cases/cdT_Person/cdT_DeletePerson,,,2019-04-19 19:51:34,2019-04-19 19:51:35,"0,508s",PASSED
Start setup action : setupTestCase,,,2019-04-19 19:51:34,2019-04-19 19:51:34,"0,002s",PASSED
gender = gender,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,002s",PASSED
namePerson = namePerson,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
birthDate = birthDate,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
"jsonInputFile = JsonOutput.toJson([""gender"":gender, ""name"":namePerson, ""birthDate"":birthDate])",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
println(jsonInputFile),,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,002s",PASSED
"request2 = findTestObject(""PersonsOR/PostPerson"")",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,051s",PASSED
"request2.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(jsonInputFile, UTF-8, application/json))",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,002s",PASSED
AddSinglePerson = sendRequest(request2),,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,016s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,001s",PASSED
assert name == namePerson,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
assert gender == gender,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,002s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,065s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
assert name == namePerson,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
assert gender == gender,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,000s",PASSED
"verifyResponseStatusCode(checkIfPersonWellAdded, 200, CONTINUE_ON_FAILURE)",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,005s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,051s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,001s",PASSED
"DeletePersonAgain = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-19 19:51:35,2019-04-19 19:51:35,"0,050s",PASSED
