Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-22 17:26:27,2019-04-22 17:26:31,"3,499s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,679s",PASSED
Start setup action : setupTestCase,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,002s",PASSED
gender = gender,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,002s",PASSED
namePerson = namePerson,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
birthDate = birthDate,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
"jsonInputFile = JsonOutput.toJson([""gender"":gender, ""name"":namePerson, ""birthDate"":birthDate])",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
println(jsonInputFile),,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
"request1 = findTestObject(""PersonsOR/GetOnePerson"")",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,042s",PASSED
url = restUrl + namePerson,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,055s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,028s",PASSED
"request2 = findTestObject(""PersonsOR/PostPerson"")",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,043s",PASSED
"request2.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(jsonInputFile, UTF-8, application/json))",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,002s",PASSED
AddSinglePerson = sendRequest(request2),,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,007s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,004s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,007s",PASSED
assert name == namePerson,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,006s",PASSED
assert gender == gender,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,005s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,004s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,043s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,002s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
assert name == namePerson,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
assert gender == gender,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,002s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,035s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,002s",PASSED
"checkPersonKoAgain = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,034s",PASSED
"verifyResponseStatusCode(checkPersonKoAgain, 404)",,,2019-04-22 17:26:29,2019-04-22 17:26:29,"0,002s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_DeletePerson,,,2019-04-22 17:26:29,2019-04-22 17:26:30,"0,362s",PASSED
Start setup action : setupTestCase,,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
gender = gender,,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
namePerson = namePerson,,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,000s",PASSED
birthDate = birthDate,,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,000s",PASSED
"jsonInputFile = JsonOutput.toJson([""gender"":gender, ""name"":namePerson, ""birthDate"":birthDate])",,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
println(jsonInputFile),,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
"request2 = findTestObject(""PersonsOR/PostPerson"")",,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,049s",PASSED
"request2.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(jsonInputFile, UTF-8, application/json))",,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
AddSinglePerson = sendRequest(request2),,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,006s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
assert name == namePerson,,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,003s",PASSED
assert gender == gender,,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,002s",PASSED
assert birthDate == birthDate,,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,003s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,040s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,000s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,001s",PASSED
assert name == namePerson,,,2019-04-22 17:26:30,2019-04-22 17:26:30,"0,000s",PASSED
