Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-23 14:38:35,2019-04-23 14:38:39,"3,748s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_retrieveSinglePerson,,,2019-04-23 14:38:37,2019-04-23 14:38:38,"1,114s",PASSED
Start setup action : setupTestCase,,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,109s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,018s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,009s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,034s",PASSED
assert name == namePerson,,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,010s",PASSED
assert gender == gender,,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,004s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,003s",PASSED
"checkIfPersonExist = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,100s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonExist.getResponseBodyContent()),,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,002s",PASSED
assert name == namePerson,,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,002s",PASSED
assert gender == gender,,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,001s",PASSED
"verifyResponseStatusCode(checkIfPersonExist, 200)",,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,016s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,135s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-23 14:38:37,2019-04-23 14:38:37,"0,011s",PASSED
"checkIfPersonExistKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 14:38:37,2019-04-23 14:38:38,"0,219s",PASSED
"verifyResponseStatusCode(checkIfPersonExistKo, 404)",,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,013s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,656s",PASSED
Start setup action : setupTestCase,,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,002s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,061s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,002s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,011s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,001s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,000s",PASSED
assert name == namePerson,,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,001s",PASSED
assert gender == gender,,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-23 14:38:38,2019-04-23 14:38:38,"0,001s",PASSED
