Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-23 12:26:43,2019-04-23 12:26:46,"2,707s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,838s",PASSED
Start setup action : setupTestCase,,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,204s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,095s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,002s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,013s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,004s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,026s",PASSED
assert name == namePerson,,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,011s",PASSED
assert gender == gender,,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,002s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,064s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,001s",PASSED
assert name == namePerson,,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,001s",PASSED
assert gender == gender,,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,000s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 12:26:45,2019-04-23 12:26:45,"0,002s",PASSED
