Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-23 22:23:09,2019-04-23 22:23:12,"2,521s",FAILED
,,,,,,
Test Cases/cdT_Person/cdT_retrieveSinglePerson,,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,511s",PASSED
Start setup action : setupTestCase,,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,122s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,017s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,007s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,017s",PASSED
assert name == namePerson,,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,005s",PASSED
assert gender == gender,,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,003s",PASSED
assert birthDate == birthDate,,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,002s",PASSED
"checkIfPersonExist = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,046s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,000s",PASSED
result1 = slurper1.parseText(checkIfPersonExist.getResponseBodyContent()),,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,000s",PASSED
assert name == namePerson,,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,000s",PASSED
assert gender == gender,,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,001s",PASSED
"verifyResponseStatusCode(checkIfPersonExist, 200)",,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,003s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,040s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,004s",PASSED
"checkIfPersonExistKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,046s",PASSED
"verifyResponseStatusCode(checkIfPersonExistKo, 404)",,,2019-04-23 22:23:10,2019-04-23 22:23:10,"0,002s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-23 22:23:10,2019-04-23 22:23:11,"0,401s",PASSED
Start setup action : setupTestCase,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,004s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,035s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,013s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
assert name == namePerson,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert gender == gender,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,034s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,005s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert name == namePerson,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert gender == gender,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
assert birthDate == birthDate,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,029s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,004s",PASSED
"checkPersonKoAgain = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,037s",PASSED
"verifyResponseStatusCode(checkPersonKoAgain, 404)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_retriveListPerson,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,252s",FAILED
Start setup action : setupTestCase,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
"data_init = findTestData(""Data Files/DDT_Person"")",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
rows_lign = data_init.getRowNumbers(),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,012s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
assert name == namePerson,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert gender == gender,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,005s",PASSED
"checkListPerson = sendRequest(findTestObject(""PersonsOR/GetAll""))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,011s",PASSED
"verifyResponseStatusCode(checkListPerson, 200, STOP_ON_FAILURE)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,007s",PASSED
if (valueExecSuiteTest == 1),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,042s",FAILED
,,,,,,
Test Cases/cdT_Person/cdT_DeletePerson,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,338s",PASSED
Start setup action : setupTestCase,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,015s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert name == namePerson,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert gender == gender,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,034s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
assert name == namePerson,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
assert gender == gender,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,000s",PASSED
"verifyResponseStatusCode(checkIfPersonWellAdded, 200, CONTINUE_ON_FAILURE)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,038s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,001s",PASSED
"DeletePersonAgain = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,033s",PASSED
"verifyResponseStatusCode(DeletePersonAgain, 404)",,,2019-04-23 22:23:11,2019-04-23 22:23:11,"0,002s",PASSED
