Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-18 17:02:19,2019-04-18 17:02:22,"3,151s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-18 17:02:20,2019-04-18 17:02:21,"0,627s",PASSED
gender = gender,,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,000s",PASSED
namePerson = namePerson,,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,000s",PASSED
birthDate = birthDate,,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,000s",PASSED
"jsonInputFile = JsonOutput.toJson([""gender"":gender, ""name"":namePerson, ""birthDate"":birthDate])",,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,001s",PASSED
println(jsonInputFile),,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,001s",PASSED
"request1 = findTestObject(""PersonsOR/GetOnePerson"")",,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,048s",PASSED
url = restUrl + namePerson,,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,001s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,058s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-18 17:02:20,2019-04-18 17:02:20,"0,003s",PASSED
"request2 = findTestObject(""PersonsOR/PostPerson"")",,,2019-04-18 17:02:20,2019-04-18 17:02:21,"0,063s",PASSED
"request2.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(jsonInputFile, UTF-8, application/json))",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
AddSinglePerson = sendRequest(request2),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,007s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,004s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,007s",PASSED
assert name == namePerson,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,005s",PASSED
assert gender == gender,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,004s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,034s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
assert name == namePerson,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
assert gender == gender,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,002s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,053s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,002s",PASSED
"checkPersonKoAgain = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,056s",PASSED
"verifyResponseStatusCode(checkPersonKoAgain, 404)",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,002s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_DeletePerson,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,372s",PASSED
gender = gender,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,002s",PASSED
namePerson = namePerson,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
birthDate = birthDate,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
"jsonInputFile = JsonOutput.toJson([""gender"":gender, ""name"":namePerson, ""birthDate"":birthDate])",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
println(jsonInputFile),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
"request2 = findTestObject(""PersonsOR/PostPerson"")",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,045s",PASSED
"request2.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(jsonInputFile, UTF-8, application/json))",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
AddSinglePerson = sendRequest(request2),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,007s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
assert name == namePerson,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,003s",PASSED
assert gender == gender,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
assert birthDate == birthDate,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,002s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,004s",PASSED
"checkIfPersonWellAdded = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,031s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
result1 = slurper1.parseText(checkIfPersonWellAdded.getResponseBodyContent()),,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
assert name == namePerson,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
assert gender == gender,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-18 17:02:21,2019-04-18 17:02:21,"0,000s",PASSED
