Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AllCdT_Person,,,2019-04-23 14:17:37,2019-04-23 14:17:40,"2,765s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_retrieveSinglePerson,,,2019-04-23 14:17:38,2019-04-23 14:17:39,"0,599s",PASSED
Start setup action : setupTestCase,,,2019-04-23 14:17:38,2019-04-23 14:17:38,"0,115s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 14:17:38,2019-04-23 14:17:38,"0,014s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 14:17:38,2019-04-23 14:17:38,"0,015s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 14:17:38,2019-04-23 14:17:38,"0,024s",PASSED
assert name == namePerson,,,2019-04-23 14:17:38,2019-04-23 14:17:38,"0,008s",PASSED
assert gender == gender,,,2019-04-23 14:17:38,2019-04-23 14:17:38,"0,001s",PASSED
assert birthDate == birthDate,,,2019-04-23 14:17:38,2019-04-23 14:17:38,"0,001s",PASSED
"verifyResponseStatusCode(AddSinglePerson, 200)",,,2019-04-23 14:17:38,2019-04-23 14:17:38,"0,005s",PASSED
"checkIfPersonExist = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 14:17:38,2019-04-23 14:17:39,"0,073s",PASSED
slurper1 = new groovy.json.JsonSlurper(),,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,000s",PASSED
result1 = slurper1.parseText(checkIfPersonExist.getResponseBodyContent()),,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,000s",PASSED
assert name == namePerson,,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,001s",PASSED
assert gender == gender,,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,002s",PASSED
assert birthDate == birthDate,,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,000s",PASSED
"verifyResponseStatusCode(checkIfPersonExist, 200)",,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,002s",PASSED
"DeletePersonAddedLastely = sendRequest(findTestObject(""PersonsOR/DeleteOnePerson""))",,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,053s",PASSED
"verifyResponseStatusCode(DeletePersonAddedLastely, 204)",,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,002s",PASSED
"checkIfPersonExistKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,058s",PASSED
"verifyResponseStatusCode(checkIfPersonExistKo, 404)",,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,003s",PASSED
,,,,,,
Test Cases/cdT_Person/cdT_AddPerson,,essai,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,467s",PASSED
Start setup action : setupTestCase,,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,002s",PASSED
"checkPersonKo = sendRequest(findTestObject(""PersonsOR/GetOnePerson""))",,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,042s",PASSED
"verifyResponseStatusCode(checkPersonKo, 404)",,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,004s",PASSED
"AddSinglePerson = sendRequest(findTestObject(""PersonsOR/PostPerson"", [""gender"":gender, ""name"":namePerson, ""dateBD"":birthDate]))",,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,013s",PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,000s",PASSED
result = slurper.parseText(AddSinglePerson.getResponseBodyContent()),,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,000s",PASSED
assert name == namePerson,,,2019-04-23 14:17:39,2019-04-23 14:17:39,"0,000s",PASSED
